,sAddress,rAddress,sIPs,rIPs,protocol,duration,sPackets,rPackets,sBytesSum,rBytesSum,sBytesMax,rBytesMax,sBytesMin,rBytesMin,sBytesAvg,rBytesAvg,sLoad,rLoad,sPayloadSum,rPayloadSum,sPayloadMax,rPayloadMax,sPayloadMin,rPayloadMin,sPayloadAvg,rPayloadAvg,sInterPacketAvg,rInterPacketAvg,sttl,rttl,sAckRate,rAckRate,sUrgRate,rUrgRate,sFinRate,rFinRate,sPshRate,rPshRate,sSynRate,rSynRate,sRstRate,rRstRate,sWinTCP,rWinTCP,sFragmentRate,rFragmentRate,sAckDelayMax,rAckDelayMax,sAckDelayMin,rAckDelayMin,sAckDelayAvg,rAckDelayAvg
sBytesMax,-0.03569526988102946,0.048710250694331186,0.0926558874957488,0.10011525186183083,0.1783424444752438,-0.027506008556857094,-0.059925697822880104,-0.0998010449813229,0.09674540661739117,0.10087182964263508,1.0,0.8199728148187195,0.36235654137090156,0.008449274585583172,0.6494874630245107,0.777348438884284,0.2815235469049276,-0.0029667962442864325,0.7128609237014304,0.6587320549283957,0.9884760340964215,0.8198734303281466,0.35248971486504654,-9.561361931041439e-05,0.6166716695041561,0.7744531040447616,0.03683229980353393,0.10601616692944635,,0.016190802169593944,-0.1201895615006903,-0.06430940226395408,,,0.2911549469379619,0.2476135170806427,-0.22761810576341218,-0.09958767740722856,0.11981024565115946,0.06667876103280275,0.15629816964775506,-0.015219345914287998,0.5310184495517859,0.33813286825610345,,,0.08525037498647219,-0.1648769502117957,-0.020913633810407582,-0.01028360536095953,0.11710683051173373,-0.15494296918240105
rBytesMax,0.16555041907314744,0.022397548155440976,0.16526802148861597,0.02136598954002727,0.028180046447924167,0.02837842002613447,-0.025702410876471418,-0.05071912185617456,0.09368833421869399,0.19115273249549114,0.8199728148187195,1.0,-0.049740619581487976,0.027287647903179908,0.24513085178275762,0.9281905296303993,-0.024187674149308874,0.01488821945448526,0.5483439334355158,0.8244658475446734,0.8128637842601869,0.9999678584882493,-0.03783267055938391,0.021522007764378733,0.23427072111705033,0.926319351177951,0.07397352010949097,0.1322545839093957,,0.015438657860598722,-0.110648368036949,-0.07639118020304995,,,0.3039780905255291,0.26313703778728786,-0.2575026789023282,-0.09522163105651638,0.1512816173125314,0.07848516357359618,0.14628552417171262,-0.008297880221721296,0.5419019137832939,0.37625324600667476,,,0.12613400211258613,-0.1550859237077507,-0.015298076658468671,-0.008419817038215526,0.15808713492863194,-0.15340659667857381
sBytesMin,-0.45267701542376043,0.1390247392110274,-0.14134748212893852,0.2673481677431649,0.3069040421255985,-0.15844892124578275,-0.24283961812887686,-0.1518759528958019,-0.1478971803598348,-0.17600417179565214,0.36235654137090156,-0.049740619581487976,1.0,0.009813286436914185,0.9360092863084577,-0.07288649514693951,0.7310541117179098,0.0019590753747822437,0.3315860708851456,-0.1508606348926718,0.3513757086292452,-0.04988822662890822,0.9416771252962888,-5.7675512667264915e-05,0.8816807288065028,-0.07413495746385158,-0.040498432620245835,-0.016005022509204252,,0.02585988986211931,0.06268679453063372,0.04470781127728011,,,-0.0573215057899726,-0.029545493536117334,0.2609103600271387,-0.1492215421598278,-0.07361211455818896,-0.043916001424045156,-0.06806859890946206,-0.022528249487184356,-0.09087845932425666,-0.07333982556702634,,,-0.24280081377801743,0.05870198458287788,-0.046725150011522526,0.00718008809046245,-0.23953022083617517,0.03480596239621505
rBytesMin,-0.023329506045309475,0.013050345422123738,-0.01938246487753189,0.020030280694203827,-0.010268740578953361,-0.04464346131553276,0.00811679296388168,-0.10884002675606191,0.009302157498963286,-0.05777664864708217,0.008449274585583172,0.027287647903179908,0.009813286436914185,1.0,0.013975732890856513,0.2603735093449094,0.0011451932719231223,0.6811280271944311,0.00820541852200035,0.08098078496812201,0.005065958738343189,0.026983660413363822,0.0021386497059734688,0.9328494342901876,0.006241838384228361,0.25857323879290306,0.009080862044681929,0.0052183197165970975,,0.3110234664014743,-0.0003190688462590283,0.30286038045344965,,,0.00042025308494729225,0.00029724169991762273,0.06797256587113573,0.1423792837201499,-0.23468736056463194,-0.2998868827191432,0.0004062539957680651,-0.1201621343234805,-0.13838451582941866,-0.0034066910627968336,,,0.0042657397246649185,0.015525209036346174,0.2774029124688023,0.037374108472429265,0.018519828893195187,0.03191831936435793
sBytesAvg,-0.3986996638703284,0.10023746683287818,-0.10265716989878539,0.22123732499309254,0.3307725468636366,-0.1172552688159313,-0.15336608602556234,-0.1440633723185731,-0.02079073147297342,-0.0887307643517647,0.6494874630245107,0.24513085178275762,0.9360092863084577,0.013975732890856513,1.0,0.22818199881367765,0.692823786839287,-0.0006349921095756313,0.5570453767578133,0.12943936855855773,0.6366369402944114,0.244948213995029,0.885679258394524,0.0014187651691297412,0.9445487343297945,0.2260420931669914,-0.028693055073649474,0.02671766382793588,,0.0324527632712384,0.007095354711677824,0.019877002123003223,,,0.07022255169043957,0.07959510771646976,0.06534747493255978,-0.10103741177116689,-0.0225934665050477,-0.0183701420563903,-0.003154112146552645,-0.02569249878092434,0.11933091348439087,0.05726018767989568,,,-0.09221386166841108,-0.03574468402756939,-0.02779950469704806,-0.0018350689064931514,-0.07732684334676197,-0.035553555966958986
rBytesAvg,0.1300832034068409,-0.021144802148505407,0.1217812506274916,-0.02596507720616208,0.04334504611393146,0.050022369251292664,0.08303038115802423,-0.06849921011225032,0.18803098287881564,0.17910771242404508,0.777348438884284,0.9281905296303993,-0.07288649514693951,0.2603735093449094,0.22818199881367765,1.0,-0.03496442443210645,0.16795261614232576,0.5383965679916264,0.8184683390964844,0.7700462384437554,0.9279513540187987,-0.061888731851832225,0.23269703257004332,0.21738360912606264,0.9964606069172268,0.06463316301008666,0.15516604536962625,,0.1255396697994012,-0.11110482475539461,0.030323974953340403,,,0.28945433904959,0.24320557018578362,-0.33781097682449646,0.07375214245764551,0.08322941800447686,-0.0276226013507641,0.14879035038168537,-0.044660081385826195,0.48746579074104296,0.3741126066737823,,,0.2253374890251261,-0.17443203719631362,0.07046436505954937,-0.0031400020865605003,0.2648496458494701,-0.13629864894085864
sLoad,-0.11579184088706676,0.4167014530485824,0.22124000754766213,0.5405878069710228,-0.05042885174767827,-0.3841814167475341,-0.2804772290046533,-0.4032100286747456,-0.2308309061522709,-0.4141371070431224,0.2815235469049276,-0.024187674149308874,0.7310541117179098,0.0011451932719231223,0.692823786839287,-0.03496442443210645,1.0,-0.005530590784986856,0.0981925839672673,-0.20538324929214843,0.27339953679206636,-0.024307982027653743,0.690162397566925,-0.004850789803320808,0.6532860333699404,-0.037598579127899816,-0.13440868049112323,-0.010176052600457864,,0.025156080178923984,0.017502637010782654,0.03110126508265806,,,-0.023015479320228134,-0.01626009375568039,0.14224697693170135,-0.07816384020389737,-0.0256540003224058,-0.031143506215747116,-0.022273313261215243,-0.0076211351891607056,-0.03536383852459822,-0.027310667391111414,,,-0.14383594134238892,-0.10587550491108683,-0.055578600035392625,-0.01925065743120945,-0.14190145698932397,-0.023125048164100076
rLoad,-0.0006537142603534817,-0.0011391361187763802,0.005899626069078178,0.006464141482107802,0.0205718052448397,-0.03883721813539563,-0.02845298043272857,-0.026160401675823786,-0.03021158303018046,-0.010391627109899937,-0.0029667962442864325,0.01488821945448526,0.0019590753747822437,0.6811280271944311,-0.0006349921095756313,0.16795261614232576,-0.005530590784986856,1.0,-0.023227372115379435,0.05271657769957404,-0.0027736485264858966,0.01706553341791492,0.002146202556145794,0.7423556705397837,-0.0002721049255439257,0.19130173602375025,-0.00806978408495957,-0.039062341545398595,,-0.011862478100422071,0.0017501800667405277,-0.02623264952044929,,,-0.002112750880615339,-0.0014005665781954032,0.014361310311740757,-0.027352208188025934,-0.0023418891017507417,0.026762383316432995,-0.002108033003515218,-0.0002793121464705726,-0.003419564390272985,0.059426862430491806,,,-0.014548519261411694,-0.016231230578270944,-0.004840117201556869,-0.001995561105534478,-0.014362686921028725,-0.009599068548401011
sPayloadSum,-0.3427534352532313,-0.29952308063970073,-0.4045130508364173,-0.3477983929535749,0.37829333083201844,0.32114764461648015,0.46303629112604716,0.37704645731093017,0.6146656853071468,0.5550580202562484,0.7128609237014304,0.5483439334355158,0.3315860708851456,0.00820541852200035,0.5570453767578133,0.5383965679916264,0.0981925839672673,-0.023227372115379435,1.0,0.7556424144059363,0.7365335474772685,0.5478095194298608,0.38880874103148755,-0.020520364331711748,0.5982651740940683,0.5343963291470063,0.011767487440102111,-0.03931290816842161,,0.11418020780898767,-0.013040553318725813,0.08018460449220569,,,0.08500324864576454,0.08013708682658595,-0.37773293572398553,0.26155309798949256,-0.009163953191923063,-0.0789920655166082,0.01646438454069428,-0.037315474106262826,0.24474444409336973,0.13155597670104524,,,0.413854227535089,-0.03613408806300587,0.04932801536736615,-0.04502298171055434,0.4278609100569549,-0.15414763425029193
rPayloadSum,-0.055102050011171924,-0.308693410336188,-0.16646754348457193,-0.35089150791900187,0.2343806043578817,0.33136550947295984,0.42525832575247774,0.34049998113169366,0.5361117945263953,0.5906315504672334,0.6587320549283957,0.8244658475446734,-0.1508606348926718,0.08098078496812201,0.12943936855855773,0.8184683390964844,-0.20538324929214843,0.05271657769957404,0.7556424144059363,1.0,0.6598930794433383,0.8243242287879445,-0.120799264189613,0.06601559463436041,0.1378292042765824,0.8172008402489127,0.03681501285998886,0.033129522793406245,,0.08272096140816022,-0.09464857774543002,0.007435168558444544,,,0.2025854400821446,0.1612994952449541,-0.4637943068500909,0.2080839605041506,0.07886278784401217,-0.005492641723053456,0.11482463726090474,-0.028328416915167118,0.39612547336571896,0.29684878896726513,,,0.43609110348930097,-0.08197067574331478,0.045078941929364395,-0.03612131437432607,0.45430297229990113,-0.1660789478568348
sPayloadMax,-0.022710635835577295,0.055190183434849605,0.02526793163116873,0.05114745131474024,0.14415214450854066,-0.01147271966870532,-0.0496301369761752,-0.08173507042703393,0.10707892445665322,0.11675041906057441,0.9884760340964215,0.8128637842601869,0.3513757086292452,0.005065958738343189,0.6366369402944114,0.7700462384437554,0.27339953679206636,-0.0027736485264858966,0.7365335474772685,0.6598930794433383,1.0,0.8128320351261585,0.3923215619388254,8.992504022975772e-05,0.6540892188771267,0.7680516802101658,0.05269342807835601,0.10302278070207986,,0.009518286206443604,-0.11306267791378279,-0.06844351398810268,,,0.285927574947627,0.24587882803228814,-0.23061686982847865,-0.09690759816272629,0.12485237466670693,0.07055134413646665,0.14721931581732509,-0.010579894837374716,0.5294045172910314,0.32844071873840247,,,0.08991692708159843,-0.15922261574149993,-0.018596228914655143,-0.00944386264642275,0.1214041213648816,-0.15251409910155803
rPayloadMax,0.16611918700842435,0.022134974600265624,0.16569043945843628,0.020925261655758958,0.029088576409755613,0.02873888745824582,-0.02637699962070149,-0.049043302054322085,0.0929684375219696,0.19222255820472456,0.8198734303281466,0.9999678584882493,-0.04988822662890822,0.026983660413363822,0.244948213995029,0.9279513540187987,-0.024307982027653743,0.01706553341791492,0.5478095194298608,0.8243242287879445,0.8128320351261585,1.0,-0.037828603643759486,0.02407447112967252,0.23423975888536988,0.9267411285054759,0.07387418372135206,0.13182580357030005,,0.009096189854624999,-0.11061795545872302,-0.08251158945153754,,,0.30394671833947484,0.26311749038750304,-0.2585364448337945,-0.09784772925202957,0.15511843190863134,0.08457927581503669,0.14624709791608823,-0.006328301134972192,0.5445092241346465,0.3762776203421571,,,0.12584103429129959,-0.15563236170446032,-0.015414895550769666,-0.008456059309924852,0.15779995499338606,-0.15387671391213326
sPayloadMin,-0.39982706777100796,0.15021634642936688,-0.27575535540244733,0.15180612822961323,0.22443174091057302,-0.11698234260180103,-0.21391636772421851,-0.11128079659234412,-0.11847534585032019,-0.1323466715197626,0.35248971486504654,-0.03783267055938391,0.9416771252962888,0.0021386497059734688,0.885679258394524,-0.061888731851832225,0.690162397566925,0.002146202556145794,0.38880874103148755,-0.120799264189613,0.3923215619388254,-0.037828603643759486,1.0,0.00026042766237378926,0.9441441852572621,-0.061929351998008815,9.541201264416352e-05,-0.011536005764366745,,0.010484991511811688,0.02715520026747762,0.020948857115994406,,,-0.03576675322090352,-0.02529754309656238,0.22275532501690606,-0.1472115013593633,-0.039807786294589684,-0.02048201391787443,-0.03457532361353205,-0.011856895641881308,-0.056854098067957465,-0.04067075317396556,,,-0.2223089613815452,0.05853143723904179,-0.04132653117407979,0.008181626177422437,-0.21962033519080215,0.02865420717056162
rPayloadMin,0.007494593958178268,0.0036444872949134587,0.005526599005968008,0.0033948775538783288,0.026937632332800044,-0.027179380494595902,-0.025556470310792462,-0.026873797132406407,-0.027064085961532328,-0.0075985416989221,-9.561361931041439e-05,0.021522007764378733,-5.7675512667264915e-05,0.9328494342901876,0.0014187651691297412,0.23269703257004332,-0.004850789803320808,0.7423556705397837,-0.020520364331711748,0.06601559463436041,8.992504022975772e-05,0.02407447112967252,0.00026042766237378926,1.0,0.0017443044874889074,0.26026699144855076,0.004001570754402189,-0.015017950340109608,,0.0017669864499594082,0.0015302452354578418,0.002718762917498298,,,-0.002015522005547021,-0.001425562853929842,0.0035689042712331496,0.012760776606760239,-0.002243241615287785,-0.0027223121896007762,-0.001948382766575962,-0.0006681577703206137,0.017763808977154728,-0.0023907966575346883,,,-0.010991352130860452,-0.014690341397182725,0.2619817228529669,0.03431607872896567,0.0029738575038536718,0.004195920084848599
sPayloadAvg,-0.3537694668582142,0.11159501781750175,-0.24161644321661074,0.10825395783790157,0.24724046065252595,-0.07846826276806103,-0.12684560978333181,-0.10218973437085069,0.0032602366358281225,-0.050236517052125416,0.6166716695041561,0.23427072111705033,0.8816807288065028,0.006241838384228361,0.9445487343297945,0.21738360912606264,0.6532860333699404,-0.0002721049255439257,0.5982651740940683,0.1378292042765824,0.6540892188771267,0.23423975888536988,0.9441441852572621,0.0017443044874889074,1.0,0.2169729794422535,0.008460790046061843,0.02367071826768772,,0.017009611863943473,0.005510468106319476,0.005314831376506796,,,0.06818700337815148,0.07665087009936042,0.047247888351626924,-0.09520601509125076,-0.0032403036504184968,-0.0043182220122139105,-0.004160391067075727,-0.014929116401569376,0.12683679225899658,0.05399311081827162,,,-0.07769181229661723,-0.026941016273656405,-0.022319673971380162,-0.00022716409187141433,-0.06363621707769937,-0.03355445603154819
rPayloadAvg,0.13212500832984603,-0.026810407005163777,0.12133051345811585,-0.03377662829635367,0.05414598774014333,0.055721299692045256,0.07902050818382957,-0.048178031025342155,0.18351592588311738,0.19288320113488813,0.7744531040447616,0.926319351177951,-0.07413495746385158,0.25857323879290306,0.2260420931669914,0.9964606069172268,-0.037598579127899816,0.19130173602375025,0.5343963291470063,0.8172008402489127,0.7680516802101658,0.9267411285054759,-0.061929351998008815,0.26026699144855076,0.2169729794422535,1.0,0.06271868156818936,0.14760928488707056,,0.060821958536155345,-0.09816118757428342,-0.02841162335846008,,,0.2819231837477112,0.24202934079279242,-0.3444930503507152,0.05077854414874671,0.11731379641948993,0.030604667306825078,0.1324755717444985,-0.022284238855498288,0.5071551701577423,0.35959237687873546,,,0.22430292960382162,-0.17740847338064628,0.0704196269602935,-0.003476426176601919,0.2638209383369676,-0.1388403543680503
sInterPacketAvg,-0.039746056422474446,-0.1297988170273251,-0.09225642270699438,-0.13270578550794063,0.12266075061875714,0.3850286539073464,-0.089407890859405,0.028193814516777268,-0.08001988224371091,0.03684712593968933,0.03683229980353393,0.07397352010949097,-0.040498432620245835,0.009080862044681929,-0.028693055073649474,0.06463316301008666,-0.13440868049112323,-0.00806978408495957,0.011767487440102111,0.03681501285998886,0.05269342807835601,0.07387418372135206,9.541201264416352e-05,0.004001570754402189,0.008460790046061843,0.06271868156818936,1.0,0.430200014949713,,0.01885095026509441,-0.05220476856729136,-0.004172325193125922,,,0.08697631798100787,0.06854511823957597,0.06639663778870838,-0.1223858410167496,0.028314937454797934,0.004280645206037875,0.06891650244109063,-0.000371925725419782,0.07361512964794475,0.08680721188047107,,,-0.1200882616368149,0.39790427024311303,-0.005273879194820272,0.14423227352103285,-0.11401006217280163,0.4186442873979528
rInterPacketAvg,0.07204629824070255,0.011230269235333752,0.07176297521343442,0.011014844607973672,0.0010964325846521713,0.5143458041481924,-0.08791715796166459,-0.20671024177953642,-0.08606083960549614,-0.16768345763279174,0.10601616692944635,0.1322545839093957,-0.016005022509204252,0.0052183197165970975,0.02671766382793588,0.15516604536962625,-0.010176052600457864,-0.039062341545398595,-0.03931290816842161,0.033129522793406245,0.10302278070207986,0.13182580357030005,-0.011536005764366745,-0.015017950340109608,0.02367071826768772,0.14760928488707056,0.430200014949713,1.0,,0.025736666136535222,-0.13647088091861845,-0.0287804271361416,,,0.19600209168414715,0.141042099404742,-0.08246582796810903,0.04761065246252392,0.053993666553231824,0.031010064078508783,0.18567110438872278,-0.022685664618839346,0.14071407228361482,0.21422204716267326,,,-0.006046134794585868,0.508393761075614,-0.00824491453751805,0.23099681111380735,0.0006978678303981199,0.7456795226391975
sttl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rttl,-0.15896134448895244,-0.02539333278819207,-0.15775002222516837,-0.02454195254073983,-0.028421978509919257,-0.0422072824825673,0.13975202093492345,-0.23004830938135953,0.14886060147474134,-0.12485694902941667,0.016190802169593944,0.015438657860598722,0.02585988986211931,0.3110234664014743,0.0324527632712384,0.1255396697994012,0.025156080178923984,-0.011862478100422071,0.11418020780898767,0.08272096140816022,0.009518286206443604,0.009096189854624999,0.010484991511811688,0.0017669864499594082,0.017009611863943473,0.060821958536155345,0.01885095026509441,0.025736666136535222,,1.0,-0.0007335580634493555,0.9596183218221614,,,2.5470595914004017e-05,-0.00030675408656953123,0.14199149309513906,0.4238265385649499,-0.5803637255806968,-0.9605532049926084,0.0007103623676471634,-0.24015928039128417,-0.3972402490344221,-0.0272218495879026,,,0.06307426637761324,0.0983881738093742,0.022384335307064216,0.008109192467534063,0.061540314374714855,0.07616718353740828
